Elevation,LST,NDVI,Rain,VCI,label,idx,period,longitude,latitude
837,19.92500000000001,0.9074915051460266,5.122574806213379,0.49999750001249965,1,0,2017-09,127.75166234284745,35.818076166055626
381,21.175999999999988,0.7091273665428162,2.6050570011138916,0.49999750001249993,1,1,2017-09,128.20531156132782,37.29131323201164
13,24.393200000000036,0.6448248028755188,2.624553918838501,0.49999750001249993,1,2,2017-09,128.8431154130527,37.82131924964216
4,23.58583333333337,0.5329065322875977,2.5343756675720215,0.49999750001249993,1,3,2017-09,128.97786270567062,37.7314877212302
373,21.34200000000004,0.3954107165336609,2.614366054534912,0.49999750001249993,1,4,2017-09,128.1963284084866,37.1790238214967
309,21.060000000000002,0.6117395162582397,2.2257285118103027,0.49999750001249993,1,5,2017-09,128.14242949143946,37.61919831071526
424,20.82800000000003,0.6924236416816711,2.3861491680145264,0.49999750001249993,1,6,2017-09,128.11548003291585,37.7314877212302
394,20.263913043478283,0.8662486672401428,1.8972961902618408,0.49999750001249993,1,7,2017-09,127.69327184937968,37.59674042861228
67,22.476086956521726,0.6320783495903015,1.8676986694335938,0.49999750001249993,1,8,2017-09,127.52259194539698,37.81233609680096
304,19.209090909090946,0.8845144510269165,2.0886895656585693,0.49999750001249993,1,9,2017-09,128.0436148101863,37.96504969510128
125,25.337000000000046,0.8584604263305664,7.16110897064209,0.49999750001249993,1,10,2017-09,128.00319062240092,35.1128986680218
1111,16.915454545454566,0.8614795207977295,2.800992250442505,0.49999750001249993,1,11,2017-09,127.78759495421224,38.176153786869364
155,23.39880000000005,0.8433812856674194,3.469668388366699,0.49999750001249993,1,12,2017-09,127.98971589313913,38.80946606217363
280,21.851666666666688,0.8832709193229675,1.7843607664108276,0.49999750001249993,1,13,2017-09,125.29477004078056,38.4860725598906
6,23.883600000000058,0.5394294261932373,2.2517473697662354,0.49999750001249993,1,14,2017-09,125.38010999277192,39.195741634345026
372,22.40913043478264,0.8185428380966187,2.4343514442443848,0.49999750001249993,1,15,2017-09,126.67368400190404,38.813957638594225
169,24.77636363636367,0.6119186282157898,1.9732789993286133,0.49999750001249993,1,16,2017-09,126.31435788825623,38.6747187695557
412,21.116363636363644,0.6409239172935486,3.086385726928711,0.49999750001249993,1,17,2017-09,126.68266715474523,39.16879217582144
285,21.93900000000002,0.8738916516304016,1.903564214706421,0.49999750001249993,1,18,2017-09,127.20818159595514,37.444026830311955
590,21.371176470588296,0.8682276010513306,4.468038558959961,0.49999750001249993,1,19,2017-09,127.6708139672767,35.97528134077654
259,23.57363636363641,0.6231405138969421,1.9591543674468994,0.49999750001249993,1,20,2017-09,126.69165030758641,38.69268507523809
14,24.307647058823534,0.5845980644226074,1.717869520187378,0.49999750001249993,1,21,2017-09,125.26332900583638,38.71514295734108
1094,18.564545454545453,0.9185225367546082,3.9593818187713623,0.49999750001249993,1,22,2017-09,128.87006487157626,37.05775125814056
262,21.26727272727277,0.7155963182449341,1.9500882625579834,0.49999750001249993,1,23,2017-09,127.83251071841822,37.45300998315315
430,22.67941176470589,0.8269540071487427,5.624581336975098,0.49999750001249993,1,24,2017-09,127.91335909398897,35.57553103934335
96,22.01800000000003,0.7368271350860596,2.056344747543335,0.49999750001249993,1,25,2017-09,127.03301011555185,37.974032847942475
344,21.95700000000005,0.8813838362693787,2.5548338890075684,0.49999750001249993,1,26,2017-09,128.17836210280424,37.111650175187734
387,22.87608695652176,0.6274972558021545,3.5376791954040527,0.49999750001249993,1,27,2017-09,127.05546799765483,39.375404691168924
9,25.45500000000004,0.5730900764465332,3.0646345615386963,0.49999750001249993,1,28,2017-09,126.83538075304554,35.71926148480247
102,26.03800000000001,0.7352755069732666,2.138347625732422,0.49999750001249993,1,29,2017-09,127.47318460477041,37.31377111411462
