Elevation,LST,NDVI,Rain,VCI,label,idx,period,longitude,latitude
837,10.2918181818182,0.35622507333755493,1.5440690517425537,0.49999750001249993,1,0,2017-03,127.75166234284745,35.818076166055626
381,11.324615384615413,0.26331812143325806,1.2259970903396606,0.4999975000124999,1,1,2017-03,128.20531156132782,37.29131323201164
41,15.392857142857167,0.3980582654476166,0.7234021425247192,0.49999750001249993,1,2,2017-03,128.1963284084866,35.58900576860515
13,15.435217391304377,0.23864886164665222,1.6014479398727417,0.4999975000124999,1,3,2017-03,128.8431154130527,37.82131924964216
4,14.001818181818237,0.27575376629829407,1.3474161624908447,0.4999975000125,1,4,2017-03,128.97786270567062,37.7314877212302
33,15.031379310344846,0.17539484798908234,1.0946043729782104,0.49999750001249993,1,5,2017-03,127.22614790163753,36.44240528851869
149,14.99521739130438,0.28357744216918945,1.0095317363739014,0.4999975000125,1,6,2017-03,128.35353358320754,36.662492533127974
373,12.948333333333323,0.21730579435825348,1.3185063600540161,0.4999975000125,1,7,2017-03,128.1963284084866,37.1790238214967
309,12.716400000000021,0.23383083939552307,1.1891472339630127,0.4999975000124999,1,8,2017-03,128.14242949143946,37.61919831071526
310,13.094285714285775,0.34608694911003113,1.0991395711898804,0.4999975000125,1,9,2017-03,127.20818159595514,36.63105149818379
424,11.100000000000023,0.35320910811424255,1.1981266736984253,0.49999750001249993,1,10,2017-03,128.11548003291585,37.7314877212302
45,18.569000000000017,0.43358704447746277,1.7955962419509888,0.49999750001249993,1,11,2017-03,126.20206847774128,33.29830179410037
1,17.948666666666668,-0.2098408043384552,1.3159303665161133,0.4999975000124999,1,12,2017-03,126.76800710673658,36.03367183424431
394,12.702800000000025,0.2690355181694031,1.1455005407333374,0.4999975000124999,1,13,2017-03,127.69327184937968,37.59674042861228
90,16.217142857142903,0.3502407670021057,1.2124768495559692,0.49999750001249993,1,14,2017-03,126.75453237747479,36.154944397600445
233,17.03555555555556,0.5160572528839111,1.549475908279419,0.49999750001249993,1,15,2017-03,126.74554922463359,33.37915016967112
446,13.008333333333326,0.6393951177597046,1.5671666860580444,0.49999750001249993,1,16,2017-03,128.1963284084866,35.72824463764367
67,13.30769230769232,0.2389116734266281,1.1592804193496704,0.4999975000124999,1,17,2017-03,127.52259194539698,37.81233609680096
304,11.08076923076925,0.5124456882476807,1.1490488052368164,0.49999750001249993,1,18,2017-03,128.0436148101863,37.96504969510128
125,15.850833333333355,0.6300790309906006,1.0417793989181519,0.49999750001249993,1,19,2017-03,128.00319062240092,35.1128986680218
1111,8.665833333333353,0.3097100853919983,1.1521109342575073,0.4999975000125,1,20,2017-03,127.78759495421224,38.176153786869364
155,18.05000000000001,0.3578431308269501,1.5686074495315552,0.49999750001249993,1,21,2017-03,127.98971589313913,38.80946606217363
3,12.9818518518519,0.08727914839982986,1.5625046491622925,0.49999750001249993,1,22,2017-03,126.32783261751801,35.234171231377935
107,15.333846153846196,0.2192547619342804,1.1989641189575195,0.49999750001249993,1,23,2017-03,127.25758893658173,36.27621696095658
65,15.459230769230828,0.437559574842453,1.3502388000488281,0.49999750001249993,1,24,2017-03,126.59732720275387,36.617576768922
372,14.515384615384619,0.5041800737380981,1.034944772720337,0.49999750001249993,1,25,2017-03,126.67368400190404,38.813957638594225
