Elevation,LST,NDVI,Rain,VCI,label,idx,period,longitude,latitude
3,26.33000000000004,0.18423236906528473,6.833006858825684,0.2342595640062028,2,0,2024-06,126.40868099308877,34.88382827057132
837,19.963333333333367,0.9213331937789917,11.444207191467285,1.2013009153668401,0,1,2024-06,127.75166234284745,35.818076166055626
381,23.202307692307727,0.6392857432365417,8.244709014892578,0.817956389378336,0,2,2024-06,128.20531156132782,37.29131323201164
30,36.117999999999995,0.08384186774492264,8.0025634765625,0.3989054674234206,2,3,2024-06,128.53319664003143,35.84053404815861
16,35.58200000000005,0.11698294430971146,12.190964698791504,0.9722643057555767,0,4,2024-06,130.45559134804722,33.54983007365383
41,24.25400000000002,0.6057761907577515,9.240025520324707,0.4212002062815488,1,5,2024-06,128.1963284084866,35.58900576860515
13,27.49352941176477,0.41218289732933044,6.43820333480835,-0.7403680405513808,2,6,2024-06,128.8431154130527,37.82131924964216
76,25.04777777777781,0.5840718150138855,13.922364234924316,0.8189861931158812,0,7,2024-06,130.02889158809043,33.12313031369706
4,24.79200000000003,0.05984938517212868,6.0685906410217285,0.9530132726203799,0,8,2024-06,128.97786270567062,37.7314877212302
33,25.087142857142908,0.5272382497787476,8.737464904785156,0.9618064451223586,0,9,2024-06,127.22614790163753,36.44240528851869
149,25.18166666666673,0.4445572793483734,8.517987251281738,-0.5807225971881095,2,10,2024-06,128.35353358320754,36.662492533127974
373,22.407500000000027,0.36382588744163513,9.0564603805542,0.5182205081509591,1,11,2024-06,128.1963284084866,37.1790238214967
309,24.551538461538485,0.604687511920929,6.524229526519775,0.5475814844380702,1,12,2024-06,128.14242949143946,37.61919831071526
310,25.285384615384658,0.9167873859405518,7.859365463256836,1.0493470281563413,0,13,2024-06,127.20818159595514,36.63105149818379
424,24.680000000000007,0.8094545602798462,6.145290851593018,0.8389042240180057,0,14,2024-06,128.11548003291585,37.7314877212302
45,29.890000000000043,0.4322773814201355,5.415890216827393,0.5553906354677116,1,15,2024-06,126.20206847774128,33.29830179410037
172,24.882727272727323,0.8309977054595947,10.46511173248291,0.8883587494813147,0,16,2024-06,128.37599146531053,35.41383428820184
309,25.42500000000001,0.23857073485851288,5.902791976928711,0.24257578741116598,2,17,2024-06,129.38210458352438,36.83317243711068
167,28.151333333333355,0.8568162322044373,5.598478317260742,1.0056784075512575,0,18,2024-06,125.45646679192208,38.221069551075345
427,23.31666666666672,0.7021133899688721,8.489315032958984,-0.17584486410719313,2,19,2024-06,128.69938496759355,35.75070251974666
1,25.215714285714284,-0.03628117963671684,7.404190540313721,-0.14063213439599156,2,20,2024-06,126.76800710673658,36.03367183424431
394,22.67428571428576,0.6923390626907349,7.346031188964844,0.3364648647599119,2,21,2024-06,127.69327184937968,37.59674042861228
124,27.218571428571465,0.8325291872024536,5.036969184875488,0.9673521579158516,0,22,2024-06,125.55977304959582,37.99199915362487
90,25.482857142857142,0.5787023305892944,8.478675842285156,1.0021591490269155,0,23,2024-06,126.75453237747479,36.154944397600445
233,25.863333333333344,0.7444825768470764,10.111165046691895,1.219607634048432,0,24,2024-06,126.74554922463359,33.37915016967112
446,23.450000000000045,0.8342052102088928,10.082497596740723,1.0911249135720313,0,25,2024-06,128.1963284084866,35.72824463764367
67,25.925555555555604,0.5152290463447571,5.862877368927002,0.504527037356308,1,26,2024-06,127.52259194539698,37.81233609680096
81,29.718333333333362,0.5621816515922546,6.204034805297852,1.0254561033904481,0,27,2024-06,125.77087714136391,38.09081383487801
304,22.335263157894758,0.8495454788208008,5.385045051574707,0.9406083491400828,0,28,2024-06,128.0436148101863,37.96504969510128
125,27.154444444444493,0.7560716867446899,9.655548095703125,-0.39513038850478993,2,29,2024-06,128.00319062240092,35.1128986680218
1111,21.912352941176493,0.6189647912979126,7.681635856628418,0.6089911180363226,0,30,2024-06,127.78759495421224,38.176153786869364
